Zip Code,City,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06
94952,Bloomfield,516400,464500,464900,4.68E+05,489100,495700,509600,489600,4.39E+05,462400,418100,477600,423400,459700,407900,420700,417200,440400,476900,484900,4.82E+05,481300,502200,523500,502900,473600,431300,430800,434300,458500,451600,445800,458600,415700,4.12E+05,391300,420700,400100,389400,384300,367400,381700,398400,425100,4.09E+05,423800,446500,4.92E+05,463300,4.51E+05,419900,429600,430400,495500,510900,547300,485300,491600,4.79E+05,510200,505700,530100,498300,528700,526400,5.55E+05,561600,5.75E+05,568900,617400,597100,6.14E+05,569400,540300,544700,5.33E+05,583800,588900,606700,585800,5.97E+05,602400,597400,582300,573300,579300,590500,594900,589500,601800,596200,6.15E+05,604100,609400,6.19E+05,632300,648600,654400,644900,661200,654500,6.74E+05,670400,671100,683900,731500,772300,755400,712900,695400,719100,709700,717100,707600,711100,7.31E+05,743800,756800,772100,809900,787500,781500,749300,804300
95209,Stkn,231700,223500,225500,233800,233600,227100,215400,215200,208200,201400,196100,191100,1.86E+05,172400,172900,169700,172800,169600,171800,171700,175900,174400,171600,164300,157900,161300,1.65E+05,173100,1.77E+05,172700,169400,163400,163500,1.64E+05,162400,157400,152100,149400,1.52E+05,158800,160100,160900,157200,158700,157400,157300,159800,157400,157400,150200,154900,1.55E+05,154900,157400,154200,1.59E+05,160500,164800,168100,161100,1.69E+05,169200,185500,190300,198100,195900,199900,202300,210600,217700,223500,228200,228100,229500,233800,246100,246500,244600,2.38E+05,247500,249700,244100,236600,234700,245600,251400,251500,247800,246900,252600,249600,252300,251500,260400,262200,269300,265600,269700,269900,278900,285700,289900,298400,2.98E+05,303900,298300,309800,306400,312200,3.13E+05,3.17E+05,317600,314800,3.29E+05,329800,332100,324300,333300,337300,344200,340700,333700,335300,342200
95382,Turlock,275100,2.63E+05,263600,258100,249100,240900,237900,221300,220100,214300,221300,214600,201300,197500,198400,201700,202400,193200,196600,184500,193400,184900,201500,1.93E+05,193100,176200,176900,180400,178300,183600,181300,181400,184100,184300,186800,174900,171100,169700,1.72E+05,172200,1.73E+05,183900,1.89E+05,180400,1.62E+05,163600,173700,169300,174900,171600,189800,184100,193100,193500,195700,185200,181100,179900,191500,190800,200600,209100,215700,227900,236100,247700,246400,254800,255900,2.64E+05,260400,268100,265800,258900,259600,260300,259700,266800,266900,2.70E+05,266500,256800,263900,269200,276400,272100,268700,273200,280800,276200,277700,280300,290300,299500,297700,282400,2.84E+05,287900,303700,300300,2.97E+05,307300,3.04E+05,308200,304100,305500,3.02E+05,300500,307700,319100,326200,320600,3.16E+05,306500,322300,317500,319900,311200,319900,319900,333500,335200,351300,343500
92806,Anaheim,457400,436700,432400,433600,412400,407600,394900,396100,395500,391900,390600,378200,379300,377200,3.70E+05,374400,383800,391400,379300,359800,361800,369200,382700,397400,401800,409900,402600,379100,368500,358700,380600,3.81E+05,391700,384900,386500,3.74E+05,367100,361600,359400,375500,371600,367600,362700,3.48E+05,361800,3.59E+05,358400,352600,354500,3.78E+05,371700,366800,357700,362500,362100,365900,381600,395700,401800,402500,410600,421600,433800,438700,448400,4.49E+05,458900,4.29E+05,440600,414300,445600,4.44E+05,467900,470300,471200,482300,489100,491300,493900,490800,492600,493800,512900,517600,515300,522600,515600,522500,497500,503700,497900,5.18E+05,519300,528900,5.44E+05,555900,523900,494400,496800,533300,551500,554500,529500,521900,516300,509700,484900,488900,539700,583800,589900,573600,562800,5.69E+05,579100,592100,600100,6.01E+05,602100,599200,606300,622500,625900,6.36E+05
91790,West Covina,4.12E+05,406100,395500,3.74E+05,372100,373200,387600,379800,365800,351700,343700,342900,342500,333700,320100,314900,333400,349400,353800,348800,350300,355700,357300,356100,353600,351500,349200,3.47E+05,346700,339600,340700,338500,344800,3.46E+05,343100,346400,335100,334600,321300,314100,311700,319300,318900,318600,309300,321500,320500,318800,302900,293600,3.01E+05,3.13E+05,320800,319400,320200,330500,334500,337600,3.40E+05,3.51E+05,3.59E+05,353200,355500,364600,386200,3.94E+05,3.96E+05,400400,406500,407200,407400,399200,412400,416800,429200,414300,420100,424700,442200,436300,425300,426800,434600,450800,444200,444700,443500,4.52E+05,445800,441800,441600,448700,450200,4.57E+05,458600,455400,456800,462300,469900,4.72E+05,469600,471200,485300,4.91E+05,494800,475400,481400,488500,496800,492600,484700,4.85E+05,492500,498600,500200,505600,519700,534900,538200,538100,531700,512600,5.07E+05,512900
95661,Roseville,437200,396900,379800,334100,357900,358200,347100,314700,293100,293500,3.03E+05,314300,379500,355700,345800,271700,315100,314400,323600,294900,291300,278200,258500,2.37E+05,241500,267800,281400,281400,279900,281900,289700,273800,273700,257500,265400,276900,277800,271100,256100,258100,261900,269500,262900,243500,251500,252100,286800,286200,286500,272600,276900,310500,318100,313500,299500,3.09E+05,327800,322100,3.11E+05,310700,327900,349700,351900,348500,342600,337800,347100,353400,362400,361400,370200,352200,362600,3.38E+05,368900,366100,392500,399600,406500,411600,411600,399100,389500,363200,365600,374700,387700,392400,390300,403800,405200,400800,376800,401300,4.10E+05,4.29E+05,425500,412600,403400,390900,399500,390700,385400,415800,433300,437600,434700,466500,466100,4.51E+05,430500,455800,461400,462800,458400,447900,454300,461100,466900,464100,467800,462500,465800,472200
90220,Compton,315300,312600,311600,285300,240700,230800,2.24E+05,222900,211800,201900,196100,188200,1.91E+05,175800,1.65E+05,145400,147800,149600,1.52E+05,152700,153700,146900,158400,164200,181100,180600,187800,188400,189600,172400,174800,1.79E+05,1.89E+05,183800,183200,176700,184100,171200,174800,165400,169600,177500,180500,186200,183500,182200,187200,179800,180100,175800,181600,184300,177100,181400,188800,199300,199800,192100,194600,199900,211300,212800,207400,2.04E+05,210700,214500,223800,2.20E+05,233300,235500,236300,236900,241700,256400,2.61E+05,267500,272700,273800,262300,262700,262200,261200,2.56E+05,258200,267800,273600,2.78E+05,2.90E+05,288300,2.95E+05,287700,284600,276900,286200,295900,300700,295500,301300,302600,304200,299700,304300,315700,324100,3.28E+05,327900,331200,332900,331600,327300,335700,337200,345800,344800,350900,365500,369300,3.64E+05,364900,366800,391300,381100,390100,384500
91104,Pasadena,602900,585800,582600,588800,603900,586400,542600,496600,464500,4.83E+05,496400,532700,500700,478200,4.23E+05,4.69E+05,500200,5.71E+05,535400,538700,521900,545200,510400,4.64E+05,475400,477100,526700,524700,549100,510400,491700,4.86E+05,495700,477300,484300,494200,496300,483500,489800,5.03E+05,504400,481700,473900,485800,494700,495100,494600,470800,463700,436600,463300,483900,528800,495400,460800,443500,472900,516300,519200,544500,544400,556200,571400,569900,565800,583500,599200,620900,583800,581200,584800,608400,623100,587900,615200,601200,634300,609400,616800,635300,637700,658400,642900,664400,662800,679200,647700,660600,656100,696800,695200,6.76E+05,653800,614200,614900,633100,688400,729700,715500,702900,698100,700500,6.97E+05,692800,726500,753900,786200,759200,727100,696300,714200,759900,771100,758300,757500,7.59E+05,809200,807600,819300,789900,7.84E+05,7.74E+05,791800,8.23E+05
95407,Roseland,340700,321800,307200,303800,286100,276600,282100,278100,2.66E+05,247600,250600,251500,250300,238900,232200,223700,231500,229100,238300,243800,241600,233700,228300,221900,228700,222400,245200,238400,249100,253700,258800,254800,230500,215400,214100,229700,242500,230800,218400,208500,212400,214600,218600,207900,212800,210100,227400,220500,221300,219600,226500,266300,260200,249800,225100,2.53E+05,261700,263400,257800,268800,276300,271900,278500,277100,292600,296200,303500,312900,317300,318300,3.16E+05,317700,328900,326200,335400,322700,326800,322800,346800,359200,375400,3.72E+05,3.67E+05,369400,356100,366400,356700,389600,3.82E+05,403700,389200,391700,376400,377900,4.07E+05,4.14E+05,422800,404300,413900,420100,422500,419100,418100,423400,435800,445500,442900,456300,446400,464400,459300,476600,479800,489400,4.91E+05,477800,4.72E+05,488100,504500,509100,500900,504300,504200,519900
95820,Fruitridge,146500,123700,116400,103500,101500,99600,93200,86200,77800,76100,71300,68100,62500,64200,69800,72200,72500,68100,72800,85900,91600,95600,85800,85900,87400,91800,94900,91600,92700,8.70E+04,83300,83300,84200,84600,8.30E+04,79600,80800,77700,83900,81300,80100,72500,6.90E+04,69700,74200,78500,78800,7.50E+04,75300,72300,76200,79200,88100,94200,93100,91300,90600,9.90E+04,109200,108900,114400,114600,1.25E+05,115500,119500,1.28E+05,141200,1.43E+05,138300,141100,141600,140200,145800,146600,160600,161400,158800,148600,150300,154400,159900,155500,151200,154200,158400,171500,171200,176400,176800,177600,169300,1.71E+05,172800,187800,192700,201500,214200,217300,216200,204800,218900,227300,231900,2.26E+05,2.26E+05,226500,223400,2.26E+05,229200,232800,241300,2.39E+05,241700,236300,240500,2.41E+05,241500,246800,248200,246300,256400,258300,270800,265300
95361,Knights Ferry,3.23E+05,3.26E+05,326500,308200,2.87E+05,250100,244100,232400,223900,219800,219800,232800,232600,234600,217800,218200,210600,219300,209900,219500,208700,196400,196500,202500,215100,2.13E+05,229100,221200,208800,189700,2.03E+05,196700,193300,1.74E+05,186500,188800,195800,183800,182800,196400,192200,185800,177800,198900,213300,198900,180900,170600,169400,192100,191600,2.00E+05,202900,220800,218600,195500,192600,212700,225100,2.10E+05,215500,220900,237300,230800,241600,253200,247700,250100,247600,261400,270800,285700,279600,268100,258500,264700,2.70E+05,267200,2.80E+05,281800,291900,288400,280200,360200,360500,366700,277600,267100,268100,276600,285500,287300,293200,287300,282400,273200,281600,3.07E+05,324800,332800,318600,292100,2.93E+05,298400,322800,323500,332300,3.32E+05,3.32E+05,327600,341500,353900,352300,346400,3.38E+05,329200,324100,330600,356600,368200,368100,374200,3.87E+05,389800
91789,City Industry,555500,566300,531100,533600,529300,541700,521100,506500,510200,574700,582500,559300,5.04E+05,540900,563700,5.79E+05,564100,5.84E+05,574300,553100,519900,533700,533300,532700,524400,5.30E+05,525100,590500,607700,633600,572200,5.48E+05,530800,530600,566100,570600,575700,537800,548900,5.56E+05,558300,529300,511400,496200,501200,493900,508700,514900,501100,490800,494200,517200,552100,550900,541500,553700,580100,600500,586600,626700,638500,6.54E+05,600400,602400,635500,639400,644500,604400,637700,638200,641100,630500,627700,609600,647200,709600,764100,735400,697900,688100,667900,666100,658500,653100,655900,656200,685100,7.13E+05,714800,723100,680700,700200,695200,7.06E+05,699200,705300,7.04E+05,692500,678800,678100,681100,687900,688100,652400,657400,648900,678200,657200,664700,664700,690400,684900,681900,641400,656600,667400,692300,709900,756800,789700,787500,803700,767600,791800
94588,Pleasanton,672300,659800,648600,635100,635600,635800,620600,639900,612900,610800,586900,601300,635700,5.96E+05,574900,517400,5.45E+05,547600,589800,592800,597200,593200,558700,594900,5.83E+05,620700,592900,595600,573800,5.60E+05,558100,561400,585600,597800,623700,633500,637400,598400,564500,556200,606400,618600,622400,591200,587300,557500,564900,557200,574300,553400,572300,570100,603400,590500,595800,573900,583100,570600,580600,580900,5.87E+05,614900,652500,669900,660400,669800,693200,720800,715900,712400,715200,713700,708200,701100,709500,735700,739900,737100,742100,730600,752400,748900,766200,798900,826900,835800,803500,777900,800300,806100,7.99E+05,806600,8.02E+05,829200,839800,868900,867200,862400,844200,844100,835900,825900,835600,842600,836500,839900,844700,850500,870300,8.58E+05,880900,878600,899800,923500,913800,902700,936100,949200,956800,940800,1029600,1088200,1119200,1077700
96002,Redding,2.23E+05,236500,225400,224900,218600,2.20E+05,221700,212400,210100,205600,196200,191700,170300,204700,201800,207100,176700,175700,187700,185300,1.84E+05,166300,166700,173800,175500,172700,160800,171700,163400,160400,158200,157700,174100,156200,167900,166100,163900,156200,145900,1.60E+05,156400,1.52E+05,156300,1.51E+05,155200,1.53E+05,149300,150500,149600,152500,144900,145100,149400,152700,146100,155900,165500,174800,168600,165700,167400,1.79E+05,183600,182900,185900,183900,189900,191100,194300,195100,192200,181600,187100,183900,193200,193900,198100,202300,192700,192100,187500,1.99E+05,205200,216800,215600,212800,214800,213100,216200,215100,215600,211100,215400,214300,229700,213900,211600,202600,202600,213100,213800,225200,226500,2.43E+05,252100,246400,225700,226400,225200,2.41E+05,2.37E+05,234500,228400,227200,237200,238600,234400,2.35E+05,245600,256100,249800,244900,234200,249100
90230,Culver City,527900,431400,416300,4.22E+05,433500,467200,483300,483300,428100,425100,460600,471200,439800,432900,459200,477100,423900,383500,371900,4.29E+05,474500,486300,497800,503900,488800,436100,406100,389900,374900,363400,369500,395100,418400,420400,404800,383300,3.55E+05,332400,355800,373100,397400,404500,4.34E+05,420600,367400,335800,323200,377200,375200,360400,333100,379600,386500,448900,430300,471700,451700,464300,456800,4.66E+05,483600,4.98E+05,452500,453200,455700,465600,457900,431800,443400,462300,558300,550300,5.26E+05,4.55E+05,468700,4.47E+05,452800,422400,442900,4.56E+05,470300,479700,478800,5.49E+05,543500,532300,495200,480700,493200,475900,486200,4.78E+05,464300,476300,484800,475200,4.87E+05,500700,5.14E+05,517100,510700,517500,506400,505700,519800,5.21E+05,551900,552300,543600,593900,596200,646200,578400,630200,645500,742900,794700,762200,671200,607800,611100,634100,691500,815700
91350,Agua Dulce,438200,441300,429100,409300,403300,395800,389800,376100,364400,350300,346400,347900,340600,333600,321200,327300,335400,344600,345300,344100,3.48E+05,3.51E+05,344700,335600,3.30E+05,3.38E+05,346700,3.56E+05,355500,346900,349500,341500,335100,3.41E+05,347100,346100,324300,314800,319200,323600,314700,312200,312500,325100,3.24E+05,311600,2.98E+05,282600,282500,287400,2.97E+05,2.96E+05,300500,311400,315900,316400,3.17E+05,329400,341800,346400,349700,355500,370500,386900,406300,4.06E+05,4.11E+05,409200,410900,407200,397600,391700,3.98E+05,400700,409700,408700,415100,422400,426500,425300,434300,435800,442700,444300,452400,457600,449800,459800,458900,459900,447700,440700,442700,440800,453300,461500,468900,464300,459700,451900,455700,467600,477100,488400,478900,489800,4.88E+05,498800,495700,493700,506400,508500,508600,504300,513600,524100,541200,554300,557500,562500,560200,558200,542900,545600
95337,Manteca,286900,281900,282600,271300,271300,259500,248200,245100,245500,247100,2.36E+05,2.31E+05,213100,218800,208100,2.05E+05,196600,203500,208300,2.04E+05,1.95E+05,203300,207800,214300,213500,217900,209200,205400,199100,1.94E+05,1.97E+05,189300,207100,210200,210900,196200,188800,197600,202900,200900,193100,193500,202100,198100,200800,190600,195700,189500,193900,197600,199100,193600,194700,193500,204100,206400,225100,231800,239600,234300,239500,231600,256600,266900,289500,288300,293800,304200,297900,295600,2.96E+05,303700,3.12E+05,310200,3.06E+05,301200,300400,308400,311700,313800,319400,329600,321200,316300,308400,318300,322400,324100,326200,329400,336200,339800,348900,343500,348100,342300,348100,355800,360900,371900,367900,3.63E+05,354800,356400,357100,366300,375100,385200,384500,3.81E+05,382800,377500,3.91E+05,3.87E+05,395400,390600,4.01E+05,407900,408600,417900,432900,443400,445100,436200
91355,Santa Clarita,437100,409700,394500,391700,403400,395300,394500,378100,378900,352800,377200,394500,421100,398100,372100,355900,361100,352700,380300,382300,404200,371800,379300,359300,383200,3.74E+05,383700,377600,385600,3.94E+05,374500,378900,354900,390900,363100,385300,3.57E+05,369600,358200,3.60E+05,354400,364500,365500,349200,3.17E+05,311500,3.31E+05,335800,357700,340400,352200,331500,331500,319100,339900,352200,388400,381100,387800,377300,376800,3.94E+05,392700,394900,388200,397500,406200,409200,418600,423800,427200,412800,407500,410600,425100,432500,423900,422400,4.24E+05,437400,448800,433100,436300,445400,475800,463200,468200,4.57E+05,454700,434200,427500,433200,419900,418800,417900,440200,450100,4.55E+05,450600,4.45E+05,456900,465400,4.77E+05,474400,4.75E+05,476100,469700,475600,467700,4.53E+05,460200,480200,516400,523400,5.19E+05,511400,4.80E+05,490800,506900,520100,518300,491900,486800,487600
91711,Claremont,489600,495400,502500,526300,538300,550400,519800,499800,496400,505200,497200,501900,497600,502200,498500,500400,485900,459400,456900,448600,438600,449200,437300,466400,447300,465600,430600,432400,443200,450900,464200,440200,4.55E+05,456600,457500,448700,4.50E+05,465700,453200,4.40E+05,4.32E+05,422300,417700,416700,447500,441300,437100,416500,404800,4.03E+05,414700,439600,448200,433100,426100,414500,450300,453900,447600,449300,4.49E+05,4.63E+05,451800,466500,5.02E+05,529600,553200,543800,5.32E+05,5.31E+05,534600,536900,539600,551500,582500,578400,568200,547400,549600,558100,567600,577100,5.85E+05,562600,565900,574500,594100,601900,598400,599300,594100,565800,569300,566900,5.98E+05,601400,600300,5.89E+05,583600,5.90E+05,600900,618900,611900,598800,580800,564700,567700,583300,605600,5.96E+05,587500,580800,595400,595300,609400,618900,649600,649300,652300,609800,624800,638200,646600,634800
91001,Altadena,554200,577600,566400,560400,523900,510400,516100,495500,469700,4.30E+05,401100,416300,378700,3.83E+05,371800,428700,4.34E+05,4.48E+05,444300,495100,526500,554600,500600,443900,395600,422700,477300,530200,541300,525100,535500,536100,528600,489900,465300,465600,447700,487400,4.78E+05,482300,441100,416800,400400,404500,442400,479200,460500,453600,445900,459700,462300,428700,433500,406400,441200,490400,526900,533200,496300,492200,490700,5.34E+05,532200,581200,568100,605400,589200,593400,572400,566500,528700,534900,5.23E+05,557900,5.78E+05,601100,593800,5.86E+05,578900,620600,622100,622200,607700,603900,629200,629700,647300,637300,669400,668800,658400,650200,667100,696700,7.20E+05,718300,730900,714300,722600,690800,694800,684400,711600,694500,735200,755400,784500,776400,7.75E+05,793100,782100,797400,781900,797700,801500,805600,792500,839400,848400,870300,809300,796400,787900,789700
92807,Anaheim,535300,565600,518300,529700,478700,469900,482200,497100,496400,447800,429500,415600,446800,458100,467400,484500,472700,466500,4.53E+05,457100,464100,468300,455200,466200,454300,477800,467500,5.00E+05,498700,490100,447900,4.51E+05,455600,462200,428300,467300,453100,465500,419700,433200,456600,460400,470700,444800,425400,403400,386200,389600,397700,412200,416600,428800,439300,437900,425100,424800,435700,455500,453100,473300,486300,537700,542400,5.64E+05,538900,539900,514900,517900,5.20E+05,533700,542300,545400,544700,542900,5.65E+05,5.69E+05,576900,574200,571200,571900,569800,579400,587300,591400,590500,585400,576100,575900,5.89E+05,6.00E+05,619100,617500,6.20E+05,603200,601800,600200,611800,639300,642400,6.40E+05,615600,610800,619200,626300,633600,6.21E+05,598400,595300,593800,622100,625100,652600,635800,640400,625200,624200,627900,6.41E+05,659400,683600,691800,707400,685400,707200
94070,San Carlos,941600,963800,919800,935200,934100,943200,904600,901500,888300,849400,869800,868400,877600,831800,781900,786300,760700,8.08E+05,806800,858800,848800,868600,832600,815900,8.13E+05,850400,868900,874100,859900,859800,905500,8.87E+05,884200,834600,816100,745100,765100,787600,864800,834300,811100,833200,832300,899900,863900,842900,742600,739700,750900,8.20E+05,859500,888700,873600,935400,960800,1026300,1.01E+06,1004500,989800,972300,959900,1009400,1048300,1098700,1092500,1086700,1079200,1064200,1049500,1106600,1172900,1070100,1123700,1104700,1260600,1224800,1201800,1228800,1205900,1.28E+06,1255200,1272200,1277700,1366500,1439600,1457100,1450600,1388300,1433400,1441500,1528700,1496900,1496800,1497600,1526900,1558100,1524400,1502900,1432300,1471100,1495100,1530800,1557100,1525600,1547400,1481800,1467800,1410500,1435500,1.45E+06,1481900,1.51E+06,1530400,1514600,1542400,1639500,1748400,1772600,1716200,1644500,1.64E+06,1813600,1933900,1926700
91773,San Dimas,431700,448900,444500,445300,433400,437200,427700,409900,432400,406800,390600,352700,373200,365100,368600,407900,444100,446200,407600,397200,383100,381300,369800,385300,404300,402200,383900,345800,356200,382200,404900,376500,375200,348100,374600,376400,391600,379300,369700,3.54E+05,368500,369500,382700,369600,361600,363600,364200,344700,359300,358800,381400,365200,3.52E+05,357900,357300,359700,336500,332200,3.39E+05,3.64E+05,395900,436700,4.25E+05,394400,3.96E+05,407500,423900,399600,418700,427800,439700,435900,443700,439200,460200,464300,484900,493600,492200,494200,474800,485600,473600,477900,4.65E+05,481600,451400,460900,446200,482200,479100,484400,493100,506100,526900,494600,505100,512200,543700,540300,524800,531700,537500,544200,536400,515300,520200,516200,531200,519800,536700,547800,582200,5.62E+05,559700,5.43E+05,561600,563600,557100,567500,584700,594800,590100,576500
95120,San Jose,913700,916700,958300,963600,988400,9.73E+05,1005300,994100,981700,915600,856600,808100,7.86E+05,800500,808200,813400,837900,843100,871400,894500,896500,912500,837900,864300,850100,904600,890200,879600,886400,896100,924700,895900,917600,921500,905100,886800,843400,845800,829400,837100,865800,855200,8.43E+05,896800,918500,949900,858500,841700,8.26E+05,8.43E+05,848800,875300,920700,917800,887700,875800,913300,947500,943400,916800,944800,939800,969800,969600,1010600,1016500,1.04E+06,1044900,1093800,1137900,1143900,1056500,1.01E+06,1043900,1131200,1166400,1178200,1199800,1222200,1234900,1.24E+06,1221200,1244800,1.25E+06,1275500,1256100,1273500,1264800,1.30E+06,1292400,1.32E+06,1306100,1294600,1.32E+06,1210700,1213100,1.23E+06,1363400,1351700,1326100,1290200,1301400,1294500,1308700,1331500,1329100,1236800,1239800,1243300,1345100,1340500,1379500,1389200,1420400,1419300,1453100,1460600,1.51E+06,1547900,1610900,1636900,1.61E+06,1593800,1609800
91754,Monterey Park,446300,456800,4.48E+05,454800,462300,468100,471900,470200,442100,420600,398200,4.21E+05,432800,434100,417400,399900,4.09E+05,385700,3.88E+05,388800,422500,425500,431400,429800,463200,481100,462400,4.63E+05,497500,507300,470100,404300,399200,4.06E+05,414300,4.19E+05,4.09E+05,406700,3.95E+05,408600,410100,398200,393800,386400,426700,424900,428200,424200,448800,443600,420300,400100,4.16E+05,436900,402800,421600,428300,460100,454200,454500,4.67E+05,467500,469200,471600,467600,468200,4.76E+05,4.91E+05,495100,529900,510800,502300,471400,490700,499600,514200,519200,518500,488500,467800,472700,488300,498300,485600,474500,506400,513400,510700,475400,4.75E+05,501500,555900,549100,549900,518700,548400,553600,5.57E+05,552900,556400,572700,597100,582300,565100,539500,544700,506600,543800,548900,574400,540700,589400,595300,5.96E+05,559800,572800,585100,574300,538100,559800,596900,628600,609700,605600
95969,Paradise,227600,238600,241500,242600,218700,203500,201200,202300,189700,1.78E+05,170400,169400,1.76E+05,188400,191900,176600,159500,158800,171100,178800,1.77E+05,170100,180800,192200,205400,205700,212700,2.02E+05,185900,179900,1.77E+05,168700,151400,158500,157200,155500,148500,156300,150600,147800,133700,133100,126600,1.28E+05,132800,125800,129900,123200,139200,136800,141100,136800,133700,153600,146500,162500,162500,184300,175800,175100,171900,168700,162800,163400,1.75E+05,177700,171200,1.78E+05,183100,192300,1.88E+05,183700,180900,185100,192600,198800,199800,198900,194600,194600,195400,196900,1.96E+05,1.90E+05,1.91E+05,198800,223800,230700,220900,207500,211400,211800,205200,203200,219100,223300,227200,210900,208700,197800,208600,212500,225400,230300,232400,235900,221400,227400,2.22E+05,241500,242700,244600,242100,239900,2.45E+05,239300,245800,238200,253700,257800,259500,269300,255200,266100
91326,Northridge,571700,586400,587100,611700,597900,589900,5.64E+05,563100,5.88E+05,579300,604500,586500,600500,560700,522500,521400,512400,541900,557300,568500,559700,536800,552200,547400,561700,557900,547600,537400,534200,546700,5.44E+05,543900,5.65E+05,5.67E+05,585500,557800,5.58E+05,528300,527200,527800,514400,500600,499400,527200,5.42E+05,5.36E+05,535100,529200,535700,527700,523800,489300,491700,489200,522900,518600,529100,528600,540200,551300,557600,547200,558900,569500,581500,585700,597700,611200,622300,627900,622200,6.21E+05,615200,623500,620800,620900,622900,628300,614700,609400,602700,616800,626700,6.33E+05,658900,656600,661700,636500,640200,641500,648500,6.58E+05,651900,663400,672900,679100,686600,688800,671900,675200,679900,705100,7.05E+05,675800,673900,630700,682700,677100,708100,676300,674100,687100,669400,680700,687600,725100,754100,760800,758300,779400,773600,779300,753600,767400
93705,Fresno,171700,159100,148400,134400,130100,128700,125800,117600,112700,103300,96800,85900,80600,78700,80200,79900,85200,82400,85200,83800,91400,1.03E+05,1.04E+05,100800,96100,95300,104700,103100,115700,109500,108300,93600,88800,78800,76800,72800,7.70E+04,75500,78500,76600,7.80E+04,76600,75200,74200,80400,8.10E+04,86900,80400,83600,82700,92200,95400,98400,93500,100100,98600,106800,1.07E+05,111500,105200,110500,106400,1.15E+05,111200,114300,114900,117500,1.18E+05,114600,112200,113700,110900,105900,112400,123700,129500,131700,123900,124900,1.22E+05,127600,131600,129400,131800,130600,132100,129300,127500,130500,133600,134800,137300,138300,140400,138400,1.37E+05,137200,137400,134300,137600,139100,1.42E+05,1.45E+05,138900,144600,144700,157200,161600,165100,167100,164500,1.66E+05,164500,170200,169200,173800,171300,172800,182900,188900,190200,187900,191500,198800
91941,La Mesa,495200,487600,459100,456800,445700,431800,401700,374700,384100,400400,396800,403100,407100,401500,3.97E+05,382600,369200,359300,355900,382600,397100,426400,416700,400300,3.82E+05,378700,389800,386700,448900,436900,449100,388300,415800,411200,425100,390500,389400,365500,381300,367200,356100,334300,332700,343600,358300,377800,387700,396500,408200,421400,419700,408200,417300,422500,425600,390100,406100,4.14E+05,432200,441900,457800,478900,473500,483600,488200,464900,457700,440700,4.79E+05,488100,4.96E+05,492800,481700,506800,517900,507400,491500,475800,485200,487100,486800,469100,475900,482400,500400,497300,488100,506300,518300,524600,513400,5.14E+05,519500,518300,527900,506200,514300,509400,541100,537200,534700,541600,541300,553800,550900,561500,556500,561800,564700,546800,560500,568700,613500,619800,633600,622500,627900,639400,6.51E+05,628400,630300,6.27E+05,641200,618900
90504,Torrance,537300,5.39E+05,512300,507300,504500,502500,496100,496700,485400,472700,455100,4.58E+05,462200,446300,449100,453100,467200,4.64E+05,476500,487300,4.94E+05,475300,4.50E+05,452500,459300,477300,4.61E+05,4.58E+05,471700,466400,471600,468800,479700,482100,461400,4.59E+05,436100,437700,420900,427900,425500,439500,432500,435100,428100,435500,433800,459700,451400,437500,409100,4.25E+05,442100,437900,432300,422100,430900,430900,4.46E+05,467500,463700,479800,481500,514100,515400,514200,502300,490400,494200,515800,5.25E+05,5.12E+05,504600,513500,529200,5.29E+05,520900,527800,533300,564100,568400,571100,559200,562800,563900,555800,5.48E+05,552200,580400,577100,583500,564500,589900,579700,583500,573700,587200,587900,600800,595200,601100,605300,621100,632100,631800,631800,625600,593500,585600,584800,6.28E+05,634900,639400,646100,647500,651600,630200,634200,647600,682700,7.00E+05,710800,700700,708600
