Zip Code,City,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06
92346,Highland,284300,303500,275200,268900,2.43E+05,229300,221900,212500,202100,198700,189700,196100,176300,163700,157900,157100,154300,149200,149400,1.56E+05,146400,152200,1.56E+05,165700,168200,163800,168300,1.69E+05,1.72E+05,167300,169800,183500,184700,168400,157600,163300,171300,167800,165600,175100,173100,171500,158900,160900,162300,1.64E+05,164700,158100,170100,161100,166900,162300,170300,172100,164300,1.69E+05,177800,180500,186600,184600,2.03E+05,201900,211400,207200,208900,202400,205500,219200,230600,235600,234900,236600,236900,235500,230600,234500,245300,257400,265300,254700,243800,236500,233400,238300,235600,252900,262100,266700,250300,251400,260200,267600,274400,275700,286800,290800,289300,2.92E+05,287700,294900,296300,288200,286800,286600,295600,302500,309500,300900,305800,306200,309900,308200,313700,331200,3.23E+05,333900,329300,334300,324900,331800,343300,339400,328500,318200
92037,La Jolla,966100,864900,846100,735400,815200,8.39E+05,870800,828800,7.83E+05,699500,761500,765100,859700,777400,812900,810600,824300,854700,847300,974900,952800,912400,8.91E+05,789200,854900,712900,805500,789900,876900,8.55E+05,876700,854600,938800,976600,1004800,894100,874500,824200,866700,854700,909500,951400,924400,895100,812200,769100,748700,775600,8.75E+05,979300,996800,969900,8.82E+05,893400,857200,827200,838900,8.28E+05,853300,894900,938500,913100,935800,973100,966400,878100,818400,902400,934400,974700,1.02E+06,1011900,1003600,896400,8.57E+05,822800,858700,944100,1077800,1058900,1034500,983300,1138100,1162100,1169300,1066500,1033500,1027600,1018300,1031300,1044900,1066500,1096300,1072500,1003400,931400,912800,987600,1109300,1097500,1097900,1114800,1156900,1113400,1049900,981900,971100,1027100,1111600,1202700,1158300,1203200,1217700,1223700,1136500,1106100,1139900,1250300,1.30E+06,1156400,1188500,1168300,1280800,1106300
91706,Baldwin Park,342900,328700,308400,302200,2.95E+05,2.93E+05,289200,271600,263400,245200,251800,249100,244900,229800,214400,226700,232400,246700,240200,247600,245700,247500,246300,238400,237300,2.37E+05,237500,241600,240200,253200,251400,248800,249600,251800,252700,2.54E+05,2.41E+05,239500,230200,2.36E+05,234700,234500,238600,236400,240700,235200,236800,236300,228900,230500,223200,235200,237200,241200,244900,240100,244200,246200,257600,268600,271600,283700,278700,279500,284600,298100,2.99E+05,295500,288700,297300,300700,306100,3.10E+05,312800,316900,330300,329400,331100,3.17E+05,320300,320700,330200,340200,342300,341500,334600,341900,344700,355600,354700,361600,344200,347100,343700,3.51E+05,350600,356600,366400,3.69E+05,383100,383200,386900,382200,384700,394900,387300,387700,382500,382800,380700,384200,392800,397800,395500,397300,3.83E+05,392200,395300,428300,4.52E+05,450100,455300,442900,452900
90277,Redondo Beach,883300,827900,785600,759500,758400,734900,758900,752200,770400,746900,755600,718900,682700,656600,667800,669400,685500,691500,735100,717400,720800,697300,764600,752900,761700,739700,752400,778500,755700,756200,740700,7.50E+05,746800,7.15E+05,779500,7.52E+05,796800,678600,692700,684900,674700,696600,668100,711200,716400,734700,727500,766200,733700,677500,623900,634600,682200,671300,687900,705700,738300,742300,784700,853600,8.83E+05,864100,781400,771400,772700,815700,846700,845500,823200,8.23E+05,841200,8.45E+05,8.29E+05,798400,814700,834900,873200,876400,849300,880600,869200,874900,805200,819400,838200,892500,898500,913800,920900,9.12E+05,923100,892800,985900,960400,963900,911700,915600,968400,9.81E+05,1021800,970500,979400,969700,950400,914300,914700,957600,976500,1033400,1019700,1055900,986300,1011700,1001600,1024100,1088200,1153600,1223700,1.27E+06,1245500,1256200,1228200,1252100,1235200
91744,City Industry,376200,344800,3.12E+05,2.99E+05,295900,288300,280600,2.80E+05,271100,266700,255100,253900,2.49E+05,241200,233400,225100,225200,225600,233600,2.41E+05,249100,250200,253700,251400,249300,250400,249100,261100,264600,262800,248600,241400,246700,259500,256300,252300,240700,241900,238300,234600,231300,235900,241500,247700,250800,2.51E+05,2.45E+05,242700,242500,239100,235500,236500,245400,252300,257100,258200,267100,267600,273800,276700,284400,287700,289700,297400,309900,320300,322700,323800,322300,330200,334600,337200,3.28E+05,328400,334600,339300,343200,340900,351700,346600,354700,347100,351700,349700,358200,361500,367500,368800,366300,362700,366900,375100,374400,376400,382500,388400,389400,389200,388500,394400,392400,400100,400600,407300,409900,410100,408800,398200,405700,414700,427400,424900,424900,4.28E+05,4.27E+05,428900,433100,4.41E+05,4.45E+05,445600,451400,452100,4.55E+05,454900
91766,Phillips Ranch,352400,314300,310500,276400,286200,260700,245200,227700,229800,216300,266800,250100,253700,188400,184900,177400,176500,172500,169900,172900,183300,1.95E+05,204800,208300,214200,2.14E+05,214700,216900,212900,2.17E+05,213600,225800,226100,218900,213700,194700,195100,194600,202500,1.93E+05,189100,185700,187500,187100,187500,183200,176600,173900,183800,1.90E+05,198500,196200,205200,202700,213200,2.13E+05,228100,229700,246600,246700,252400,248600,251400,260600,266300,274700,279600,283600,290500,288500,289700,299600,316300,319500,318600,308200,308300,303500,3.07E+05,310700,311600,328700,346100,344300,335500,331600,3.34E+05,327100,316300,321300,331100,337900,335900,3.29E+05,316400,330300,328100,344500,344100,365900,367300,3.62E+05,344700,339200,3.31E+05,3.39E+05,336400,337300,356300,3.56E+05,358900,336600,351100,356700,360100,361900,378800,385900,389400,384900,395600,397800,398100,395800
92404,Del Rosa,201700,187400,179200,165100,148300,140400,135400,132800,127300,119100,108800,95400,88100,82300,84800,84200,8.30E+04,83900,83700,90300,94100,99100,9.90E+04,96600,92600,95900,1.01E+05,113400,1.15E+05,117800,115200,115500,1.15E+05,108800,111600,112400,111100,110400,105300,106600,106100,111700,117800,1.12E+05,110700,107600,1.17E+05,117200,115500,115400,115300,1.22E+05,118300,123800,123200,128100,124700,127200,128500,137400,142600,146700,146200,147200,1.51E+05,152700,162800,165500,172600,1.72E+05,177500,177400,171200,173300,180100,191300,190300,1.93E+05,191500,182400,175500,1.76E+05,1.87E+05,187700,189100,189400,198900,205200,210400,210400,212100,213600,2.17E+05,218800,222400,224700,222800,220800,2.21E+05,222800,225300,223700,226900,230300,2.34E+05,226700,2.23E+05,225100,237600,244700,242600,240900,240700,249500,249300,2.51E+05,251700,255900,260200,261900,260900,268700,2.65E+05,279400
93291,Visalia,2.41E+05,233200,2.33E+05,221200,213300,196900,168500,154500,160100,169400,180900,155800,159200,138800,139500,126900,133800,136400,137700,132300,130200,127800,130200,145500,157600,1.56E+05,162600,160200,157100,153100,153500,172700,173900,169500,1.55E+05,142400,141300,1.40E+05,1.33E+05,137200,138500,146900,134900,132800,135200,146600,148100,138500,135200,144800,150500,152800,148600,1.46E+05,135500,138500,141300,155100,1.46E+05,148300,145900,162500,168100,172100,187600,196400,203500,199700,203700,2.05E+05,202300,202900,204300,185800,192800,197500,204300,205400,197300,209200,217200,230600,233400,220600,222100,219300,216700,215200,215100,216600,218500,229300,231500,227300,219400,232600,235600,2.33E+05,226800,228600,2.45E+05,2.42E+05,244600,231600,2.37E+05,241300,242300,244700,247900,256800,260200,262400,262300,264200,258100,256200,253200,259700,257700,2.65E+05,263800,267900,263200,2.63E+05
92801,Anaheim,355800,338900,330700,345800,329200,308100,306300,307200,308600,3.02E+05,293200,2.88E+05,284700,268100,265100,267400,290100,303400,308100,326400,320600,336800,330600,341500,340300,327700,330800,323200,327100,321800,321400,324100,3.00E+05,294800,285800,310600,309200,3.12E+05,302100,296800,286200,2.82E+05,286300,2.95E+05,292700,297800,291300,2.93E+05,298700,3.04E+05,301600,283800,2.80E+05,299700,312400,331700,324700,322400,329500,331200,345500,346900,369100,374300,369800,368100,378600,383300,378600,382200,379100,377500,363500,379800,389600,400800,4.02E+05,413500,414300,408500,411500,410300,424200,421900,4.37E+05,426200,420600,410900,426700,431900,436200,434200,431600,4.42E+05,428800,446900,433200,450600,443400,463300,455100,458700,444600,4.62E+05,470200,479400,476200,478400,504200,498300,5.00E+05,459600,471400,466500,494400,4.96E+05,509700,502100,516800,5.26E+05,550400,520800,528700,520200
94611,Oakland,752600,772600,732800,750200,776900,793600,807200,787700,7.44E+05,7.31E+05,758100,878100,8.47E+05,813400,678300,662600,648100,672400,691800,718900,722500,659900,689500,750300,759600,732700,635400,694600,704500,814800,825600,7.85E+05,714600,710300,736200,763700,718400,705800,644200,651100,679300,680500,717200,670700,678600,627900,651400,649400,703700,740500,691100,673500,6.36E+05,695200,703500,736200,755500,7.78E+05,774300,764800,777400,756900,772600,776900,795600,779300,768300,790900,790200,769700,803600,863900,930200,909900,910600,857500,835500,824400,836700,8.70E+05,850100,865400,830400,847500,8.21E+05,849400,848600,883400,920900,927700,962400,929500,940300,9.35E+05,9.41E+05,938200,914900,945900,970300,994200,1016500,1044500,1.08E+06,1055800,1055700,1046300,1082700,1109500,1107400,1098700,1023700,1054100,1034400,1067400,1004200,1104800,1.14E+06,1178800,1077200,1193900,1237500,1280200,1133800,1152300
95060,Bonny Doon,686600,710300,726100,704100,662700,664900,649600,632200,670700,689400,699500,6.73E+05,668200,6.30E+05,556900,566800,574900,5.63E+05,570600,605800,605900,575700,586700,6.38E+05,6.26E+05,601700,593200,588900,569800,553900,6.02E+05,602500,576500,572100,600900,631700,597400,585200,5.61E+05,593400,549400,556400,502100,523300,505600,540500,548100,557500,525400,498200,497900,494200,499900,529100,555700,5.69E+05,532200,532600,532200,564800,567400,586600,593100,652400,665300,692600,649900,663700,660500,675200,681200,741700,732100,7.29E+05,651800,677900,711900,720800,709900,677800,694100,689600,759700,756400,781700,723300,738300,7.24E+05,727400,718500,742400,748700,758100,7.72E+05,792200,811900,816400,827700,8.33E+05,8.23E+05,802600,801100,804600,796400,805100,805500,830600,824200,829800,810500,817600,828500,866400,880600,889100,912700,8.97E+05,8.29E+05,880300,898600,976500,889600,866400,8.57E+05
94550,Livermore,565600,643700,595300,5.92E+05,523900,519900,513600,474500,459300,424500,410400,434200,438400,441600,410500,416900,420600,449200,472500,508200,486600,4.57E+05,427500,492600,479600,502700,445100,465100,466100,462800,455900,430500,442200,431400,441400,448600,465200,456700,432700,424800,421100,416300,434700,441100,456700,436500,420700,425300,409500,420200,420300,471800,484500,484900,472800,460100,475200,484900,497400,4.98E+05,500300,524400,530600,540400,581100,605100,612800,590600,606500,617800,619200,612400,618100,622200,623300,6.24E+05,634100,636100,639600,638200,643400,637500,649700,652300,696700,701600,709300,675500,678400,682200,696800,681600,689700,692300,715300,752300,752300,739200,703600,709300,7.23E+05,725900,720900,730100,735700,718600,726600,736800,774200,833300,844200,858700,7.98E+05,793200,8.03E+05,846500,852900,853300,818700,838100,821700,829700,809900,849800
95628,Fair Oaks,321200,325100,329400,320500,286500,261500,272500,274700,277600,277200,267800,263800,241500,235800,234900,241500,241100,2.38E+05,229900,257600,245900,253800,227200,246700,239300,248800,2.45E+05,251800,2.55E+05,250300,2.69E+05,264300,247600,229500,228500,261400,248400,237900,201400,210800,207600,219100,211900,214100,207600,209600,220300,222300,220800,198400,191300,203100,216100,238300,240900,250200,246500,244800,256500,262500,262700,252400,270900,301700,318700,307700,296100,303700,301700,299400,3.21E+05,335200,337200,310200,3.00E+05,301300,311700,316300,337600,342200,347200,333200,338400,340600,361700,351300,348800,333400,3.39E+05,340700,331600,323100,335600,346600,358600,343900,348500,361400,377900,379900,350800,349800,347800,371900,366200,372800,373800,377400,379100,387100,420500,4.22E+05,418800,393800,404800,404500,412500,411900,421300,426400,424500,415700,424300,432500
95610,Citrus Heights,261600,2.57E+05,243700,234300,230700,226600,218300,213400,215700,213300,202800,193100,1.80E+05,182900,182200,188100,189100,192800,191700,192500,183800,183400,220900,219900,228700,183900,185700,177800,181200,182100,181200,179500,171500,1.67E+05,160900,162600,163600,1.66E+05,1.59E+05,160900,1.54E+05,157700,148300,1.46E+05,147700,152400,162500,159300,158700,158100,163400,167300,169300,169700,170900,170400,179300,183700,192400,194600,206300,212900,221100,223400,232400,236400,238800,233200,234400,229700,234800,235600,244400,245100,248400,255100,2.60E+05,258600,251700,254100,255500,263800,247500,250800,248500,2.62E+05,256600,255300,254500,2.60E+05,262200,255600,258500,270800,287400,292200,297800,2.99E+05,298600,287200,288400,288100,297100,299700,309700,304800,308700,301500,299500,302100,3.11E+05,318800,317900,324200,330600,323200,320600,322200,339500,352500,360900,358100,350700,339100
90803,Belmont Shore,674800,7.31E+05,704900,796700,718200,778800,6.82E+05,722400,646100,607700,592300,5.78E+05,619700,622500,604400,554900,539900,553500,592600,5.97E+05,6.46E+05,633700,647900,582700,580800,572400,561100,565800,511700,548100,551300,634200,632600,675900,635800,563900,521100,472600,532100,553100,552400,547800,509600,549800,559800,548400,501900,488300,488500,578500,5.86E+05,635400,584700,571900,581200,633500,617100,583600,554700,669900,696200,720100,668500,652800,624900,617100,642700,681700,679500,703300,700700,656500,5.84E+05,5.53E+05,600800,681700,710600,737400,755200,750700,757300,721800,736800,7.40E+05,735600,729600,690700,700400,710900,693600,677700,651200,668100,677100,6.77E+05,702300,722900,721100,731200,752200,770200,788100,779700,786900,738500,719800,837800,817800,824900,727700,709700,691200,691600,742500,742400,729300,770900,801400,806500,783700,801700,850900,835500,806200
90503,Torrance,580600,599800,608900,606500,583700,588200,6.03E+05,609400,625600,604400,599800,591700,586800,553200,5.50E+05,559300,581400,565500,5.79E+05,595100,623400,622900,618200,617600,621300,624800,6.28E+05,626400,627400,602700,587600,5.72E+05,605600,609200,593700,565400,559300,561100,529800,514700,498800,519600,543300,533600,540500,548600,553700,582500,549800,577500,535600,561200,565800,576200,576600,580300,579800,583100,592100,613900,606800,609100,605200,608200,622300,621900,620200,6.38E+05,655200,673700,647400,653500,652400,660800,646200,632100,624200,620300,666300,6.61E+05,677700,633900,6.46E+05,620500,665100,667600,685500,644700,657900,6.64E+05,664800,651600,630400,6.93E+05,727500,753500,7.01E+05,673100,659500,6.67E+05,681200,711200,735600,7.25E+05,708700,690800,696300,707300,700100,732800,750600,770400,7.29E+05,711400,708700,755900,768300,7.63E+05,761500,752600,756400,741900,787900,8.26E+05
94577,San Leandro,492900,457200,421200,385900,379100,370700,358100,355100,358300,345400,371800,371500,366400,325200,317300,3.08E+05,299900,299600,298100,313700,322300,347700,349300,354800,334500,328400,312200,3.17E+05,314200,312200,301700,316100,321300,334400,326700,306600,296400,277200,289500,291300,292500,279300,282100,309600,324600,309100,275400,265100,259500,261100,258400,2.79E+05,286800,2.81E+05,276500,2.94E+05,326600,351100,364900,367400,366400,364400,369800,375900,395300,3.87E+05,4.03E+05,396500,424700,422600,424200,424600,423200,440900,438900,441600,427100,4.34E+05,427900,427500,428900,448600,459300,443900,416300,431800,467900,512600,512800,508100,510400,506300,521900,525300,532300,534300,533100,538500,544900,549400,558900,560800,557500,5.63E+05,557600,563500,559600,5.76E+05,595400,597200,599100,578800,589900,597500,6.28E+05,647900,652900,654200,663600,652100,666800,652800,645900,646600
92078,San Marcos,502300,478300,4.11E+05,395500,382600,380400,377400,384800,3.79E+05,3.64E+05,365100,412600,431500,435100,387300,390300,395800,400400,421400,432400,424700,441200,4.31E+05,470600,443800,431100,397900,375300,345500,345200,386800,408200,435700,377600,377100,354700,378700,358200,3.44E+05,3.35E+05,361700,358800,364700,362200,361500,355700,346900,375700,387200,394600,3.74E+05,387800,382600,406300,395300,434500,430200,442500,407100,404700,4.04E+05,4.28E+05,442600,454900,456200,459300,476200,518900,528700,524600,499700,505300,506200,501500,495500,478100,482300,496300,517500,511700,483200,479600,488500,514600,5.07E+05,503100,514600,522200,527300,518200,524600,527600,5.32E+05,5.35E+05,516200,527300,534300,529400,5.23E+05,518100,539200,539600,541100,561900,567400,569600,585800,581900,584300,543900,550400,563500,583500,594600,5.82E+05,585900,587700,604400,566300,585500,578600,641200,644300,664400
94546,Castro Valley,510400,511900,494600,473200,458800,451500,436600,416300,407100,419100,4.20E+05,411100,406900,410100,422600,422700,417400,404700,395700,414800,401900,409400,391500,394900,393300,388500,4.01E+05,409600,413600,417500,407500,409700,398100,393900,381900,359200,352900,329900,343400,3.37E+05,361600,354200,3.61E+05,352500,374600,376100,393100,368300,342900,335300,353200,395900,422200,438900,4.18E+05,424700,443900,450600,447100,448300,478300,500500,5.05E+05,513400,520800,525800,528400,516700,517600,523100,529500,509400,506300,523200,556800,5.71E+05,557100,576400,5.61E+05,568100,538700,5.45E+05,556500,572100,573600,563900,563300,572400,591800,605600,623700,6.28E+05,643200,6.54E+05,6.65E+05,641600,648700,624300,639800,6.21E+05,6.23E+05,627900,641800,660800,664500,708200,702300,710300,686500,7.02E+05,701500,700800,708700,7.06E+05,711100,720800,7.41E+05,7.42E+05,753100,760400,761700,743700,750500,777900
92692,Mission Viejo,552500,552600,504200,518300,533500,535400,525500,505300,5.01E+05,488400,4.68E+05,468300,456400,458600,457400,485800,491700,477200,454700,464900,470700,472500,472100,460100,4.60E+05,436900,465800,497300,528300,509900,497800,497200,483300,475100,4.73E+05,474100,469700,448800,441300,444500,443400,457800,446700,434900,444200,437600,463100,458500,465300,457100,4.54E+05,4.49E+05,464900,471500,483200,484300,465100,495700,498600,537900,531700,553200,557600,564600,563300,568800,570900,571100,606900,617200,621700,579700,575400,584300,598100,599200,584300,568200,565700,5.61E+05,565400,567900,586800,611800,621900,607400,589700,5.82E+05,613400,619700,627700,618100,608900,608200,614300,6.15E+05,6.11E+05,604600,616200,636400,627900,639300,640400,649300,664800,661300,660600,640200,640800,636100,635800,628900,645400,6.51E+05,6.55E+05,667100,6.81E+05,674200,667300,676100,708400,734600,745300,748800
95678,Roseville,275800,285500,288100,266700,257900,251600,259700,260100,256500,255600,242100,232300,2.30E+05,232300,2.20E+05,213500,2.12E+05,234600,227900,226200,223500,227500,222400,208400,215200,226600,2.19E+05,200700,1.96E+05,198500,212100,215500,221200,204200,1.90E+05,181300,182700,178900,177100,175800,183800,188100,183500,180800,179100,180900,168500,170100,172500,182500,187400,185600,194900,200700,217800,223700,232100,233500,234800,218600,2.21E+05,224600,245300,248800,255900,258500,267100,280400,282700,284300,277200,285400,290700,283500,281300,274100,281900,283200,290300,289400,289300,2.93E+05,2.94E+05,288500,288600,297100,307500,309300,302400,299700,302100,309200,314300,306600,319300,329800,339800,320300,320700,325300,341600,350500,345300,3.41E+05,341900,344200,344800,332400,332900,343900,339400,355500,344500,350400,334500,360100,3.81E+05,388700,362900,3.41E+05,350100,365700,380700,382300
94403,San Mateo,766700,721100,723300,713500,735500,736600,715500,721400,745600,757800,693600,637900,574900,599800,609900,682500,683900,683500,680700,698800,673500,675400,650600,654700,633800,681800,647500,643400,605600,653600,669700,723800,720500,745500,706200,704500,678800,683300,689900,656900,656400,6.29E+05,647900,614200,627600,630700,670800,668600,659200,665300,659400,689300,687300,720500,688700,691200,649600,695300,726300,815600,845100,852900,791700,821100,793400,854100,826400,867900,845100,836700,841900,857200,8.57E+05,819900,795800,790800,802200,854900,915500,956800,961600,985400,982300,1006200,1003600,1059200,1101500,1116800,1119900,1086900,1.09E+06,1053500,1101600,1106700,1.12E+06,1080500,1119100,1166500,1.19E+06,1151100,1152100,1161200,1168600,1173500,1087200,1042800,1041600,1215500,1251200,1235800,1202100,1242200,1310400,1306800,1295100,1270900,1300700,1368500,1444200,1450100,1435800,1422100,1422900,1486200
91702,Azusa,373400,373600,328700,314900,292400,284800,274700,2.64E+05,259500,258500,247500,244800,254400,255100,249800,228700,237600,247300,273700,278200,278400,2.69E+05,276200,290800,298500,287200,278500,271800,275400,265900,257600,251600,245900,244200,238700,237300,249400,256600,262400,253800,251500,238600,2.37E+05,234200,242400,241600,236500,2.45E+05,244600,247500,236600,238800,245400,248200,245600,250700,260800,272900,2.75E+05,274900,2.79E+05,289100,306700,3.09E+05,309800,3.06E+05,322800,318700,3.17E+05,308900,324100,333100,328600,318600,315400,322700,321100,327400,330400,340400,345200,341100,3.42E+05,345400,351400,351700,345300,345300,347700,352400,358600,355700,357700,360200,365300,375400,382700,388200,376700,376400,386900,3.91E+05,389700,390800,395400,394900,395500,394100,402100,403200,415100,417600,416600,413600,410100,420200,425400,4.42E+05,438800,435600,441200,459900,465300,455700
92129,San Diego,517300,513600,533700,530300,527300,528100,516700,481400,440300,422400,423400,460600,482900,494900,487500,4.69E+05,483100,472100,499200,491100,495800,489700,511200,514400,506300,501800,496300,497400,4.78E+05,482300,492700,4.95E+05,497900,515800,515100,4.99E+05,473100,478400,465300,454700,430400,4.50E+05,441900,450900,424300,445600,448800,469900,457900,463300,474600,477300,492200,513700,510200,509300,476700,493400,511200,5.20E+05,5.36E+05,546300,581100,588600,577500,568100,571300,580200,587800,6.02E+05,594200,600300,593300,599100,583900,576900,580100,592900,604600,610300,620700,6.16E+05,621800,6.13E+05,616600,615800,617900,611800,611300,616100,607500,607400,586800,596700,591300,618600,612400,620900,621800,650500,661800,673200,676400,672500,647800,633800,650900,668200,6.92E+05,678200,689300,687400,699700,696900,696500,699300,720700,739100,715100,709700,695400,7.19E+05,716100,735600
92114,San Diego,284800,272200,248400,238200,228300,230900,227300,229600,219600,213500,200100,197800,194500,191400,186700,183700,190500,198400,200100,212700,218800,227900,224800,230900,238600,240400,238500,2.35E+05,231800,234900,236700,239100,2.30E+05,223900,225200,216400,218300,213600,222600,218600,219200,2.19E+05,224600,226100,228600,227900,224700,217200,2.15E+05,222700,224500,230100,226100,233800,236900,244300,250100,252300,262600,268800,278500,276100,279500,281300,293600,306600,310500,309300,298600,297300,299400,307600,314600,319600,318800,3.20E+05,316700,318200,321700,3.24E+05,327700,329500,328800,336800,343800,347300,340800,324900,326800,328200,339300,344400,358700,365500,368200,374100,373600,377800,365700,377600,3.87E+05,393800,381400,378800,381600,392700,384600,379700,384600,3.98E+05,410300,411600,415100,416400,418800,419400,422200,425500,431200,431300,4.36E+05,432500,429900,434300
91343,North Hills,448500,428400,395300,382900,355900,346900,341900,351800,359300,342900,332300,325300,328800,318600,317400,302900,298200,2.96E+05,311600,329400,3.37E+05,342600,325600,333700,318800,336500,322900,324700,320400,308800,318200,316200,329900,325100,3.19E+05,3.17E+05,308500,302300,2.90E+05,300100,299300,298300,291800,309600,313500,318600,3.14E+05,315600,306900,296900,2.95E+05,308600,3.20E+05,326600,323700,3.32E+05,338800,316800,310600,323900,352400,363900,351800,367500,368200,385800,394100,394400,399900,3.96E+05,4.13E+05,4.13E+05,416700,409900,439400,439600,444200,415700,413700,433700,425400,429500,393900,407200,412200,435600,440400,439800,443700,443700,449600,451500,453100,456700,459400,455400,4.64E+05,465100,478800,4.58E+05,467300,457700,4.85E+05,494800,513100,5.18E+05,5.12E+05,5.22E+05,506300,512200,515500,535600,528900,512100,5.16E+05,528200,555800,5.62E+05,570900,563800,559500,551800,5.52E+05,557700
91770,Rosemead,464400,476100,446400,417200,400200,3.93E+05,374300,386200,381700,377400,380600,389300,401800,383800,388400,374100,373800,368500,378800,385200,378400,409500,428200,452700,425800,390300,361200,357700,368100,376700,390500,407400,396600,386100,366200,373600,364100,353100,354600,360800,366900,359900,349400,3.76E+05,365500,367400,336400,360100,366900,372900,349800,326800,324100,342100,338200,359300,356500,376900,374400,386900,400400,409300,409900,419800,399700,398300,400300,420500,433300,440100,446300,446500,444600,455900,455200,444100,433800,429200,446600,443900,455200,442600,446400,4.59E+05,471600,470700,445200,4.46E+05,450400,477600,4.78E+05,492900,485200,491900,484200,469500,4.57E+05,462100,491300,502200,507500,507400,501800,496400,488400,490500,466700,473200,484900,506300,5.14E+05,492700,512100,516400,547200,559100,565900,580200,591900,594400,593900,570700,570800,552300
90630,Cypress,490100,494400,477500,4.64E+05,4.66E+05,461100,450800,442700,440800,4.55E+05,441400,477500,465200,448600,425500,431400,4.38E+05,428200,416200,433400,441700,448100,433500,436700,441700,455400,440900,454300,456200,457200,4.44E+05,461700,4.82E+05,4.66E+05,451400,433900,444700,438100,417800,384300,384600,3.92E+05,416700,397100,408400,422100,418200,389300,383200,387900,398800,3.95E+05,413800,427900,419900,418400,427100,439300,463800,461300,464700,457900,476300,478300,480300,475600,483500,481300,4.75E+05,498600,504200,538600,535800,551800,5.37E+05,513400,495700,488100,489300,512500,517800,5.31E+05,498600,504900,546500,558100,566700,550300,562800,555300,5.68E+05,555500,571800,551100,5.75E+05,560700,554500,528900,532100,5.55E+05,573600,584800,571100,583400,6.03E+05,588700,566600,533400,547400,563800,5.59E+05,570700,575200,604900,618500,618100,607900,617500,641200,675700,683400,687300,661200,634800
94590,Vallejo,246300,234500,201600,189400,1.73E+05,171300,167900,148200,140900,127200,1.17E+05,1.08E+05,99900,94600,92300,87100,92800,96500,1.03E+05,103800,101900,104600,105300,112500,108100,111900,111700,125800,118300,116900,103500,109400,108300,108900,104400,99800,99700,97600,99800,9.60E+04,93600,90100,91400,85600,80400,78600,92200,1.02E+05,104200,1.00E+05,95100,108600,107300,118400,1.11E+05,118400,117300,1.20E+05,120400,123200,129900,1.34E+05,140900,137300,1.55E+05,158300,167600,160500,165600,170400,193500,207500,217800,1.98E+05,1.86E+05,1.82E+05,193900,213700,208100,195600,1.88E+05,201800,221200,222900,224600,227600,230700,237700,229700,230900,232200,243400,250300,251200,2.44E+05,249300,249700,260200,266400,271500,276200,280900,282600,2.87E+05,281100,289600,293800,307700,305100,314700,309800,3.26E+05,325100,3.23E+05,325600,323800,330500,323700,340600,337800,3.44E+05,328400,344900,344100
95822,Sacramento,182200,1.64E+05,141800,125900,124200,123400,126900,117600,115100,108300,99800,93700,85800,84200,85200,83500,91300,91800,103100,111400,119400,124800,127200,127400,124500,115600,114900,114400,116700,116100,1.10E+05,105400,99800,107200,107900,106700,96100,9.50E+04,88300,87800,9.10E+04,101700,100300,97600,93400,98500,96400,95800,97500,105500,106500,112500,113500,124400,126500,136200,149200,149900,150500,141900,151800,150400,154900,157200,160600,159900,1.59E+05,162100,184300,187700,195800,180800,186100,1.86E+05,183300,173900,170200,179700,185900,193300,189100,189100,184500,198600,205400,212300,2.09E+05,196200,197100,195200,217800,2.22E+05,225600,226700,230600,229500,2.23E+05,219800,230100,2.35E+05,245100,242900,247900,236200,2.39E+05,238600,243400,241200,239700,244200,242300,251200,253600,259800,256700,2.59E+05,261700,282600,280300,285900,279200,287900,278400,255500
